死因,年,月,年月日,0-04歳,05-09歳,10-14歳,15-19歳,20-24歳,25-29歳,30-34歳,35-39歳,40-44歳,45-49歳,50-54歳,55-59歳,60-64歳,65-69歳,70-74歳,75-79歳,80-84歳,85-89歳,90-94歳,95-99歳,100歳以上,10歳未満,10代,20代,30代,40代,50代,60代,70代,80歳以上,不詳,合計
Se05 結腸の悪性新生物＜腫瘍＞,2017,6,2017-06-01,0,0,0,1,1,0,3,8,17,32,49,86,145,307,302,423,485,474,337,113,14,0,1,1,11,49,135,452,725,1423,0,2797
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,2017,6,2017-06-01,0,0,0,0,0,1,1,1,9,13,33,49,113,195,168,185,187,128,81,23,3,0,0,1,2,22,82,308,353,422,0,1190
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,2017,6,2017-06-01,2,1,1,1,1,0,1,3,3,15,26,64,126,245,275,369,499,359,172,40,5,3,2,1,4,18,90,371,644,1075,1,2209
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,2017,6,2017-06-01,0,0,0,0,0,0,1,0,3,6,8,24,73,148,172,234,278,298,171,63,10,0,0,0,1,9,32,221,406,820,0,1489
Se09 膵の悪性新生物＜腫瘍＞,2017,6,2017-06-01,0,0,0,0,0,0,0,2,7,25,55,78,167,378,416,480,501,420,206,55,6,0,0,0,2,32,133,545,896,1188,0,2796
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,2017,6,2017-06-01,1,0,0,0,1,1,1,4,24,33,85,137,301,756,876,1013,1088,958,471,114,21,1,0,2,5,57,222,1057,1889,2652,0,5885
Se11 乳房の悪性新生物＜腫瘍＞,2017,6,2017-06-01,0,0,0,0,0,1,6,18,47,70,74,101,123,145,126,100,117,101,76,31,6,0,0,1,24,117,175,268,226,331,0,1142
Se12 子宮の悪性新生物＜腫瘍＞,2017,6,2017-06-01,0,0,0,0,0,1,6,9,16,41,43,52,47,67,51,62,54,49,39,5,1,0,0,1,15,57,95,114,113,148,0,543
Se13 白血病,2017,6,2017-06-01,0,3,1,5,2,2,2,4,6,14,25,24,35,88,107,111,128,90,53,13,1,3,6,4,6,20,49,123,218,285,0,714
Se14 糖尿病,2017,6,2017-06-01,0,0,0,0,1,1,1,3,7,12,13,28,55,97,94,124,192,203,125,48,6,0,0,2,4,19,41,152,218,574,0,1010
Se15 高血圧性疾患,2017,6,2017-06-01,0,0,0,0,0,0,1,0,3,6,6,17,22,47,35,65,81,124,143,76,15,0,0,0,1,9,23,69,100,439,1,642
Se16 心疾患（高血圧性を除く）,2017,6,2017-06-01,3,0,1,4,8,8,24,34,82,139,176,208,363,738,888,1261,2140,3022,2907,1336,342,3,5,16,58,221,384,1101,2149,9747,1,13685
Se17 急性心筋梗塞,2017,6,2017-06-01,0,0,0,0,0,2,4,9,22,38,50,74,102,205,207,271,373,429,315,93,23,0,0,2,13,60,124,307,478,1233,0,2217
Se18 その他の虚血性心疾患,2017,6,2017-06-01,0,0,0,0,0,0,4,7,20,33,43,56,90,185,213,267,379,423,304,86,26,0,0,0,11,53,99,275,480,1218,1,2137
Se19 不整脈及び伝導障害,2017,6,2017-06-01,1,0,1,2,3,3,4,6,16,23,42,35,54,97,123,206,295,450,425,175,39,1,3,6,10,39,77,151,329,1384,0,2000
Se20 心不全,2017,6,2017-06-01,0,0,0,0,2,0,6,7,12,26,23,26,74,160,235,353,831,1305,1510,837,222,0,0,2,13,38,49,234,588,4705,0,5629
Se21 脳血管疾患,2017,6,2017-06-01,0,1,0,3,0,6,9,19,51,103,118,154,209,456,553,858,1459,1769,1459,648,108,1,3,6,28,154,272,665,1411,5443,0,7983
Se22 くも膜下出血,2017,6,2017-06-01,0,0,0,2,0,1,2,9,18,41,42,55,53,100,79,88,139,123,75,20,8,0,2,1,11,59,97,153,167,365,0,855
Se23 脳内出血,2017,6,2017-06-01,0,1,0,1,0,3,4,9,27,48,64,83,111,189,211,273,431,438,293,96,11,1,1,3,13,75,147,300,484,1269,0,2293
Se24 脳梗塞,2017,6,2017-06-01,0,0,0,0,0,1,1,1,4,12,7,13,39,158,248,474,851,1169,1052,518,84,0,0,1,2,16,20,197,722,3674,0,4632
Se25 大動脈瘤及び解離,2017,6,2017-06-01,0,0,0,0,0,1,0,2,8,12,22,28,44,107,112,178,259,263,159,57,4,0,0,1,2,20,50,151,290,742,0,1256
Se26 肺炎,2017,6,2017-06-01,3,0,0,2,0,1,2,2,6,15,21,25,67,182,306,589,1144,1709,1596,694,174,3,2,1,4,21,46,249,895,5317,3,6541
Se27 慢性閉塞性肺疾患,2017,6,2017-06-01,0,0,0,0,0,0,1,0,0,2,4,6,16,60,105,211,297,373,220,67,8,0,0,0,1,2,10,76,316,965,0,1370
Se28 喘息,2017,6,2017-06-01,0,0,0,0,0,0,0,1,2,3,1,1,0,4,7,7,20,29,21,8,8,0,0,0,1,5,2,4,14,86,0,112
Se29 肝疾患,2017,6,2017-06-01,1,0,0,0,0,1,5,11,30,47,64,103,109,173,150,163,168,149,69,24,3,1,0,1,16,77,167,282,313,413,1,1271
Se30 腎不全,2017,6,2017-06-01,1,0,0,0,0,0,0,1,1,6,8,13,20,83,105,181,333,446,401,141,27,1,0,0,1,7,21,103,286,1348,0,1767
Se31 老衰,2017,6,2017-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,6,47,149,581,1523,2392,1830,731,0,0,0,0,0,0,7,196,7057,0,7260
Se32 不慮の事故,2017,6,2017-06-01,11,6,5,12,23,19,20,26,41,38,48,62,96,165,175,297,390,482,320,140,34,17,17,42,46,79,110,261,472,1366,5,2415
Se33 交通事故,2017,6,2017-06-01,2,5,1,8,15,7,9,10,19,19,17,19,20,36,34,48,59,43,9,1,0,7,9,22,19,38,36,56,82,112,0,381
Se34 自殺,2017,6,2017-06-01,0,0,6,45,86,84,109,126,155,159,164,123,118,156,141,112,118,67,24,8,2,0,51,170,235,314,287,274,253,219,5,1808
総数,2017,7,2017-07-01,192,34,35,93,153,189,274,382,739,1124,1552,2277,3578,7329,8565,11711,17216,20070,16658,7711,2036,226,128,342,656,1863,3829,10907,20276,63691,41,101959
Se01 結核,2017,7,2017-07-01,0,0,0,0,0,0,0,0,0,0,0,1,3,6,13,21,34,50,40,14,3,0,0,0,0,0,1,9,34,141,0,185
Se02 悪性新生物＜腫瘍＞,2017,7,2017-07-01,9,5,4,13,18,31,55,102,226,389,616,1043,1802,3773,4208,4788,5641,4876,2736,774,93,14,17,49,157,615,1659,5575,8996,14120,1,31203
Se03 食道の悪性新生物＜腫瘍＞,2017,7,2017-07-01,0,0,0,0,0,1,0,2,6,15,23,43,76,176,164,179,153,88,34,7,0,0,0,1,2,21,66,252,343,282,0,967
Se04 胃の悪性新生物＜腫瘍＞,2017,7,2017-07-01,0,0,0,0,0,2,7,7,24,35,66,101,195,469,535,594,709,638,356,114,16,0,0,2,14,59,167,664,1129,1833,0,3868
Se05 結腸の悪性新生物＜腫瘍＞,2017,7,2017-07-01,0,0,0,0,0,0,4,8,19,27,55,86,155,313,344,402,513,511,351,132,15,0,0,0,12,46,141,468,746,1522,0,2935
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,2017,7,2017-07-01,0,0,0,0,0,2,1,2,16,18,27,66,114,201,178,170,176,136,98,25,2,0,0,2,3,34,93,315,348,437,0,1232
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,2017,7,2017-07-01,0,0,0,0,1,0,2,2,2,12,40,65,123,279,306,374,523,367,166,38,3,0,0,1,4,14,105,402,680,1097,0,2303
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,2017,7,2017-07-01,0,0,0,0,0,0,0,4,1,11,12,36,52,123,150,252,271,294,220,58,8,0,0,0,4,12,48,175,402,851,0,1492
Se09 膵の悪性新生物＜腫瘍＞,2017,7,2017-07-01,0,0,0,0,0,0,2,4,8,29,56,102,181,376,446,478,535,366,204,60,6,0,0,0,6,37,158,557,924,1171,0,2853
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,2017,7,2017-07-01,0,0,0,1,0,0,3,5,14,48,97,158,316,817,964,1052,1164,1016,500,110,14,0,1,0,8,62,255,1133,2016,2804,1,6280
Se11 乳房の悪性新生物＜腫瘍＞,2017,7,2017-07-01,0,0,0,0,0,2,7,17,48,69,86,112,142,173,140,130,117,102,74,26,5,0,0,2,24,117,198,315,270,324,0,1250
Se12 子宮の悪性新生物＜腫瘍＞,2017,7,2017-07-01,0,0,0,0,0,5,12,15,17,23,41,54,41,81,78,54,47,72,33,3,2,0,0,5,27,40,95,122,132,157,0,578
Se13 白血病,2017,7,2017-07-01,4,0,3,3,6,4,6,6,15,12,10,29,36,79,90,122,131,96,45,16,0,4,6,10,12,27,39,115,212,288,0,713
Se14 糖尿病,2017,7,2017-07-01,0,0,0,0,0,0,0,1,11,12,25,24,47,90,117,143,184,195,117,39,6,0,0,0,1,23,49,137,260,541,0,1011
Se15 高血圧性疾患,2017,7,2017-07-01,0,0,0,0,0,0,0,1,4,5,8,5,18,31,32,52,90,143,127,89,32,0,0,0,1,9,13,49,84,481,0,637
Se16 心疾患（高血圧性を除く）,2017,7,2017-07-01,3,1,0,4,2,13,13,38,100,159,180,269,399,806,904,1396,2399,3142,2918,1492,347,4,4,15,51,259,449,1205,2300,10298,2,14587
Se17 急性心筋梗塞,2017,7,2017-07-01,0,0,0,1,1,3,0,3,23,55,53,75,125,210,209,304,431,459,314,122,17,0,1,4,3,78,128,335,513,1343,1,2406
Se18 その他の虚血性心疾患,2017,7,2017-07-01,0,0,0,0,0,0,2,9,26,41,42,69,105,208,215,309,450,405,302,135,24,0,0,0,11,67,111,313,524,1316,1,2343
Se19 不整脈及び伝導障害,2017,7,2017-07-01,1,0,0,3,0,4,4,13,23,22,32,46,44,120,124,212,380,473,389,182,48,1,3,4,17,45,78,164,336,1472,0,2120
Se20 心不全,2017,7,2017-07-01,0,0,0,0,1,4,5,7,20,24,33,49,77,168,239,404,839,1385,1548,897,229,0,0,5,12,44,82,245,643,4898,0,5929
Se21 脳血管疾患,2017,7,2017-07-01,1,1,0,0,4,2,10,23,52,95,127,136,222,400,536,862,1449,1749,1505,643,115,2,0,6,33,147,263,622,1398,5461,0,7932
Se22 くも膜下出血,2017,7,2017-07-01,0,0,0,0,1,1,5,9,28,50,43,52,60,85,83,97,131,128,78,16,3,0,0,2,14,78,95,145,180,356,0,870
Se23 脳内出血,2017,7,2017-07-01,1,1,0,0,3,1,4,12,21,37,65,64,112,174,204,283,429,441,298,101,14,2,0,4,16,58,129,286,487,1283,0,2265
Se24 脳梗塞,2017,7,2017-07-01,0,0,0,0,0,0,1,1,2,6,14,16,49,132,238,460,854,1126,1093,511,93,0,0,0,2,8,30,181,698,3677,0,4596
Se25 大動脈瘤及び解離,2017,7,2017-07-01,0,0,1,0,0,2,2,1,8,19,16,25,33,89,108,127,218,252,165,46,7,0,1,2,3,27,41,122,235,688,2,1121
Se26 肺炎,2017,7,2017-07-01,5,0,2,2,0,1,2,4,3,11,9,26,63,184,318,612,1175,1750,1646,758,171,5,4,1,6,14,35,247,930,5500,0,6742
Se27 慢性閉塞性肺疾患,2017,7,2017-07-01,0,0,0,0,0,0,0,0,2,1,6,6,12,76,102,187,346,359,226,72,7,0,0,0,0,3,12,88,289,1010,1,1403
Se28 喘息,2017,7,2017-07-01,0,0,0,0,0,1,0,0,2,1,3,1,2,3,7,14,22,19,13,10,2,0,0,1,0,3,4,5,21,66,0,100
Se29 肝疾患,2017,7,2017-07-01,2,0,0,0,0,2,8,12,32,48,69,98,118,171,136,186,169,148,87,25,5,2,0,2,20,80,167,289,322,434,1,1317
Se30 腎不全,2017,7,2017-07-01,0,0,0,0,0,1,1,1,3,5,11,22,31,88,116,192,344,419,400,146,35,0,0,1,2,8,33,119,308,1344,0,1815
Se31 老衰,2017,7,2017-07-01,0,0,0,0,0,0,0,0,0,0,0,0,2,9,44,165,599,1571,2451,1847,805,0,0,0,0,0,0,11,209,7273,0,7493
Se32 不慮の事故,2017,7,2017-07-01,14,13,3,20,28,20,27,29,43,49,69,107,120,195,216,312,454,550,364,132,33,27,23,48,56,92,176,315,528,1533,2,2800
Se33 交通事故,2017,7,2017-07-01,4,7,0,10,18,7,11,6,14,20,15,31,28,37,44,40,49,32,14,2,0,11,10,25,17,34,46,65,84,97,0,389
Se34 自殺,2017,7,2017-07-01,0,0,12,31,77,83,109,106,136,159,154,148,114,145,141,103,90,75,33,9,0,0,43,160,215,295,302,259,244,207,5,1730
総数,2017,8,2017-08-01,185,21,41,122,155,210,290,435,764,1165,1645,2212,3579,7298,8660,12273,17351,20667,16797,7853,2090,206,163,365,725,1929,3857,10877,20933,64758,52,103865
Se01 結核,2017,8,2017-08-01,0,0,0,0,0,1,0,0,0,2,1,2,3,7,8,22,37,52,47,13,3,0,0,1,0,2,3,10,30,152,0,198
Se02 悪性新生物＜腫瘍＞,2017,8,2017-08-01,6,3,9,7,13,20,64,109,221,426,653,994,1795,3708,4233,5133,5727,4995,2758,802,112,9,16,33,173,647,1647,5503,9366,14394,1,31789
Se03 食道の悪性新生物＜腫瘍＞,2017,8,2017-08-01,0,0,0,0,0,0,0,1,7,10,14,37,79,168,188,192,136,86,37,13,0,0,0,0,1,17,51,247,380,272,0,968
Se04 胃の悪性新生物＜腫瘍＞,2017,8,2017-08-01,0,0,0,0,0,2,5,14,29,39,63,98,185,454,543,644,761,638,343,85,13,0,0,2,19,68,161,639,1187,1840,0,3916
Se05 結腸の悪性新生物＜腫瘍＞,2017,8,2017-08-01,0,0,0,0,0,1,5,11,15,46,61,72,150,358,372,449,503,501,373,109,22,0,0,1,16,61,133,508,821,1508,0,3048
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,2017,8,2017-08-01,0,0,0,0,0,2,1,4,10,28,46,62,92,191,197,190,198,165,77,25,5,0,0,2,5,38,108,283,387,470,0,1293
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,2017,8,2017-08-01,0,0,0,0,0,0,2,3,9,23,31,61,135,215,307,397,525,404,191,41,5,0,0,0,5,32,92,350,704,1166,0,2349
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,2017,8,2017-08-01,0,0,0,0,0,0,1,1,5,10,19,37,56,143,161,250,326,300,200,71,7,0,0,0,2,15,56,199,411,904,0,1587
Se09 膵の悪性新生物＜腫瘍＞,2017,8,2017-08-01,0,0,0,0,0,0,1,2,11,21,44,107,172,368,419,539,488,423,200,74,8,0,0,0,3,32,151,540,958,1193,0,2877
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,2017,8,2017-08-01,0,0,0,0,0,0,3,9,19,34,81,142,342,789,941,1141,1188,984,450,133,14,0,0,0,12,53,223,1131,2082,2769,1,6271
Se11 乳房の悪性新生物＜腫瘍＞,2017,8,2017-08-01,0,0,0,0,0,1,6,14,36,65,92,103,121,176,139,127,113,84,74,31,7,0,0,1,20,101,195,297,266,309,0,1189
Se12 子宮の悪性新生物＜腫瘍＞,2017,8,2017-08-01,0,0,0,0,1,2,8,13,19,34,42,43,54,74,63,50,71,69,36,16,1,0,0,3,21,53,85,128,113,193,0,596
Se13 白血病,2017,8,2017-08-01,0,1,1,1,3,3,3,8,10,18,20,19,40,86,106,125,131,82,43,13,1,1,2,6,11,28,39,126,231,270,0,714
Se14 糖尿病,2017,8,2017-08-01,0,0,0,0,0,0,2,4,8,12,16,35,59,98,115,135,196,183,128,51,6,0,0,0,6,20,51,157,250,564,0,1048
Se15 高血圧性疾患,2017,8,2017-08-01,0,0,0,0,0,0,0,3,3,5,10,9,17,37,41,52,90,135,160,83,29,0,0,0,3,8,19,54,93,497,0,674
Se16 心疾患（高血圧性を除く）,2017,8,2017-08-01,6,0,0,7,8,10,22,36,86,132,192,255,409,774,931,1440,2288,3131,2830,1391,365,6,7,18,58,218,447,1183,2371,10005,2,14315
Se17 急性心筋梗塞,2017,8,2017-08-01,0,0,0,0,0,1,0,7,24,42,64,69,114,225,241,306,398,472,323,97,23,0,0,1,7,66,133,339,547,1313,1,2407
Se18 その他の虚血性心疾患,2017,8,2017-08-01,0,0,0,1,1,0,2,5,17,34,41,60,100,193,213,316,440,404,300,113,33,0,1,1,7,51,101,293,529,1290,0,2273
Se19 不整脈及び伝導障害,2017,8,2017-08-01,0,0,0,2,3,3,9,11,15,21,29,38,65,111,139,216,310,475,391,197,44,0,2,6,20,36,67,176,355,1417,0,2079
Se20 心不全,2017,8,2017-08-01,0,0,0,3,1,4,7,10,16,22,33,51,79,141,225,418,839,1365,1472,835,233,0,3,5,17,38,84,220,643,4744,1,5755
Se21 脳血管疾患,2017,8,2017-08-01,0,1,1,1,2,5,10,23,73,100,131,150,222,479,509,904,1564,1752,1515,665,127,1,2,7,33,173,281,701,1413,5623,2,8236
Se22 くも膜下出血,2017,8,2017-08-01,0,0,0,0,1,2,5,9,41,42,50,44,57,103,81,108,147,125,69,31,4,0,0,3,14,83,94,160,189,376,0,919
Se23 脳内出血,2017,8,2017-08-01,0,1,1,1,1,3,5,13,25,52,65,84,105,197,177,281,465,428,303,98,14,1,2,4,18,77,149,302,458,1308,1,2320
Se24 脳梗塞,2017,8,2017-08-01,0,0,0,0,0,0,0,1,3,6,15,13,51,160,237,497,914,1171,1108,520,106,0,0,0,1,9,28,211,734,3819,1,4803
Se25 大動脈瘤及び解離,2017,8,2017-08-01,0,0,0,0,0,0,0,4,11,14,21,30,41,103,124,171,230,288,179,51,7,0,0,0,4,25,51,144,295,755,0,1274
Se26 肺炎,2017,8,2017-08-01,0,0,0,1,0,0,2,5,4,7,16,34,75,177,288,615,1262,1852,1655,801,191,0,1,0,7,11,50,252,903,5761,1,6986
Se27 慢性閉塞性肺疾患,2017,8,2017-08-01,0,0,0,0,0,0,0,0,1,2,1,6,22,67,105,197,308,378,218,73,13,0,0,0,0,3,7,89,302,990,0,1391
Se28 喘息,2017,8,2017-08-01,0,0,0,0,0,1,1,1,2,1,3,1,3,9,10,16,20,23,33,9,3,0,0,1,2,3,4,12,26,88,0,136
Se29 肝疾患,2017,8,2017-08-01,1,0,0,0,0,1,6,14,35,57,96,103,99,163,147,170,174,153,70,16,4,1,0,1,20,92,199,262,317,417,0,1309
Se30 腎不全,2017,8,2017-08-01,0,0,0,0,0,0,0,0,3,4,9,11,34,82,114,200,373,483,431,157,39,0,0,0,0,7,20,116,314,1483,1,1941
Se31 老衰,2017,8,2017-08-01,0,0,0,0,0,0,0,0,0,0,0,1,1,12,48,186,679,1655,2577,1878,770,0,0,0,0,0,1,13,234,7559,0,7807
Se32 不慮の事故,2017,8,2017-08-01,11,6,8,43,30,36,28,41,46,65,79,76,113,177,211,305,396,526,370,146,32,17,51,66,69,111,155,290,516,1470,1,2746
Se33 交通事故,2017,8,2017-08-01,1,1,3,20,17,19,18,10,17,27,25,23,17,35,36,55,41,37,20,2,0,2,23,36,28,44,48,52,91,100,0,424
Se34 自殺,2017,8,2017-08-01,0,0,12,42,78,95,100,125,145,163,158,132,114,152,141,98,106,67,31,11,0,0,54,173,225,308,290,266,239,215,4,1774
総数,2017,9,2017-09-01,177,29,39,106,186,201,261,394,701,1122,1479,2075,3379,6871,8195,11890,16951,20285,16693,7869,1995,206,145,387,655,1823,3554,10250,20085,63793,44,100942
Se01 結核,2017,9,2017-09-01,0,0,0,0,0,0,0,0,0,1,0,3,4,5,14,16,29,57,37,11,2,0,0,0,0,1,3,9,30,136,1,180
Se02 悪性新生物＜腫瘍＞,2017,9,2017-09-01,7,7,13,10,15,28,41,98,234,394,563,965,1753,3511,4019,4880,5618,4945,2707,759,93,14,23,43,139,628,1528,5264,8899,14122,1,30661
Se03 食道の悪性新生物＜腫瘍＞,2017,9,2017-09-01,0,0,0,0,0,0,1,0,4,13,16,34,87,165,154,173,155,107,49,11,1,0,0,0,1,17,50,252,327,323,0,970
Se04 胃の悪性新生物＜腫瘍＞,2017,9,2017-09-01,0,0,0,0,0,3,3,7,21,35,46,95,201,413,448,614,674,636,359,118,8,0,0,3,10,56,141,614,1062,1795,0,3681
Se05 結腸の悪性新生物＜腫瘍＞,2017,9,2017-09-01,0,0,1,1,0,2,6,9,24,35,57,88,144,307,334,449,510,501,320,124,17,0,2,2,15,59,145,451,783,1472,0,2929
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,2017,9,2017-09-01,0,0,0,0,1,0,4,3,12,24,33,65,112,191,173,192,192,157,73,34,2,0,0,1,7,36,98,303,365,458,0,1268
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,2017,9,2017-09-01,0,0,0,0,2,1,0,3,6,16,29,68,110,243,297,344,498,376,175,38,4,0,0,3,3,22,97,353,641,1091,0,2210
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,2017,9,2017-09-01,0,0,0,0,0,0,1,0,4,7,19,24,70,128,174,212,312,313,180,54,8,0,0,0,1,11,43,198,386,867,0,1506
Se09 膵の悪性新生物＜腫瘍＞,2017,9,2017-09-01,0,0,0,0,0,1,0,6,14,32,43,99,179,356,401,492,534,426,209,48,10,0,0,1,6,46,142,535,893,1227,0,2850
Se10 気管，気管支及び肺の悪性新生物＜腫瘍＞,2017,9,2017-09-01,0,0,0,0,0,0,2,5,19,36,72,147,286,741,951,1072,1143,977,509,102,9,0,0,0,7,55,219,1027,2023,2740,1,6072
Se11 乳房の悪性新生物＜腫瘍＞,2017,9,2017-09-01,0,0,0,0,0,1,6,15,47,61,72,100,121,159,144,125,119,97,71,22,6,0,0,1,21,108,172,280,269,315,0,1166
Se12 子宮の悪性新生物＜腫瘍＞,2017,9,2017-09-01,0,0,0,0,0,1,3,8,11,31,40,50,44,82,51,70,57,49,32,14,2,0,0,1,11,42,90,126,121,154,0,545
Se13 白血病,2017,9,2017-09-01,2,2,4,0,4,6,5,10,12,17,23,25,49,91,104,134,141,98,53,5,1,4,4,10,15,29,48,140,238,298,0,786
Se14 糖尿病,2017,9,2017-09-01,0,0,0,0,1,1,0,3,5,13,12,27,37,88,95,146,176,181,131,57,13,0,0,2,3,18,39,125,241,558,0,986
Se15 高血圧性疾患,2017,9,2017-09-01,0,0,0,1,0,0,0,0,0,2,3,7,17,30,29,36,94,142,140,107,38,0,1,0,0,2,10,47,65,521,0,646
Se16 心疾患（高血圧性を除く）,2017,9,2017-09-01,8,0,3,3,8,17,10,28,67,136,179,253,332,734,838,1369,2145,3148,2785,1420,314,8,6,25,38,203,432,1066,2207,9812,1,13798
Se17 急性心筋梗塞,2017,9,2017-09-01,0,0,0,1,1,3,2,5,20,33,47,79,95,215,193,275,401,454,304,115,15,0,1,4,7,53,126,310,468,1289,0,2258
Se18 その他の虚血性心疾患,2017,9,2017-09-01,0,0,0,0,1,3,0,4,11,32,59,78,83,222,221,317,348,384,308,119,26,0,0,4,4,43,137,305,538,1185,1,2217
Se19 不整脈及び伝導障害,2017,9,2017-09-01,3,0,1,1,4,5,3,8,14,27,28,23,61,91,113,219,323,495,384,187,34,3,2,9,11,41,51,152,332,1423,0,2024
Se20 心不全,2017,9,2017-09-01,1,0,0,1,0,5,2,7,13,28,25,40,64,130,222,403,788,1416,1475,853,220,1,1,5,9,41,65,194,625,4752,0,5693
Se21 脳血管疾患,2017,9,2017-09-01,0,2,1,1,3,2,12,24,55,104,127,131,229,422,530,918,1491,1762,1411,665,134,2,2,5,36,159,258,651,1448,5463,1,8025
Se22 くも膜下出血,2017,9,2017-09-01,0,2,1,0,3,0,5,11,27,51,50,40,69,74,86,127,159,127,66,28,2,2,1,3,16,78,90,143,213,382,0,928
Se23 脳内出血,2017,9,2017-09-01,0,0,0,1,0,2,6,11,21,45,63,68,101,192,196,320,420,422,296,87,14,0,1,2,17,66,131,293,516,1239,1,2266
Se24 脳梗塞,2017,9,2017-09-01,0,0,0,0,0,0,0,1,4,6,11,19,53,145,235,449,875,1169,1025,535,109,0,0,0,1,10,30,198,684,3713,0,4636
Se25 大動脈瘤及び解離,2017,9,2017-09-01,0,0,0,0,1,0,2,4,11,21,28,42,52,106,133,179,261,304,210,73,2,0,0,1,6,32,70,158,312,850,1,1430
Se26 肺炎,2017,9,2017-09-01,4,1,0,0,1,2,1,2,2,16,16,23,44,195,321,614,1233,1779,1615,783,171,5,0,3,3,18,39,239,935,5581,0,6823
Se27 慢性閉塞性肺疾患,2017,9,2017-09-01,1,0,0,0,0,0,0,0,1,1,3,3,14,49,115,197,292,393,238,67,7,1,0,0,0,2,6,63,312,997,0,1381
Se28 喘息,2017,9,2017-09-01,0,0,0,0,0,0,1,1,1,4,2,3,4,5,7,12,17,39,30,13,9,0,0,0,2,5,5,9,19,108,0,148
Se29 肝疾患,2017,9,2017-09-01,0,0,0,0,0,2,3,15,30,53,80,84,119,160,120,172,168,129,71,12,2,0,0,2,18,83,164,279,292,382,0,1220
Se30 腎不全,2017,9,2017-09-01,1,0,0,1,0,0,0,1,2,4,5,8,24,74,110,180,342,481,407,142,23,1,1,0,1,6,13,98,290,1395,0,1805
Se31 老衰,2017,9,2017-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,17,57,162,634,1659,2536,1906,809,0,0,0,0,0,0,18,219,7544,0,7781
Se32 不慮の事故,2017,9,2017-09-01,11,7,4,17,27,26,14,18,35,45,50,71,105,162,222,269,390,488,347,163,27,18,21,53,32,80,121,267,491,1415,2,2500
Se33 交通事故,2017,9,2017-09-01,2,3,2,9,14,17,12,10,12,17,15,22,26,36,44,43,62,35,16,3,0,5,11,31,22,29,37,62,87,116,0,400
Se34 自殺,2017,9,2017-09-01,0,0,8,50,101,85,123,115,144,174,160,123,133,138,101,108,111,61,23,3,1,0,58,186,238,318,283,271,209,199,1,1763
総数,2017,10,2017-10-01,221,32,31,97,174,198,254,386,669,1126,1516,2271,3668,7506,9068,12621,18602,22486,18457,8516,2288,253,128,372,640,1795,3787,11174,21689,70349,27,110214
Se01 結核,2017,10,2017-10-01,0,0,0,0,0,0,0,0,0,0,1,2,1,3,8,26,36,65,47,14,1,0,0,0,0,0,3,4,34,163,0,204
Se02 悪性新生物＜腫瘍＞,2017,10,2017-10-01,6,8,7,12,18,23,48,110,213,390,577,1063,1780,3714,4291,4996,5857,5253,2867,797,112,14,19,41,158,603,1640,5494,9287,14886,0,32142
Se03 食道の悪性新生物＜腫瘍＞,2017,10,2017-10-01,0,0,0,0,1,0,1,0,3,8,26,47,79,173,192,183,123,116,39,7,2,0,0,1,1,11,73,252,375,287,0,1000
Se04 胃の悪性新生物＜腫瘍＞,2017,10,2017-10-01,0,0,0,0,0,0,5,8,17,31,39,104,198,444,524,600,741,634,411,103,12,0,0,0,13,48,143,642,1124,1901,0,3871
Se05 結腸の悪性新生物＜腫瘍＞,2017,10,2017-10-01,0,0,0,0,1,1,6,12,23,25,51,96,164,336,337,420,556,552,401,100,11,0,0,2,18,48,147,500,757,1620,0,3092
Se06 直腸Ｓ状結腸移行部及び直腸の悪性新生物＜腫瘍＞,2017,10,2017-10-01,0,0,0,0,1,0,1,5,14,21,32,67,91,209,181,199,211,133,90,27,3,0,0,1,6,35,99,300,380,464,0,1285
Se07 肝及び肝内胆管の悪性新生物＜腫瘍＞,2017,10,2017-10-01,1,0,1,0,0,0,0,3,4,17,33,75,144,247,280,371,441,399,165,40,3,1,1,0,3,21,108,391,651,1048,0,2224
Se08 胆のう及びその他の胆道の悪性新生物＜腫瘍＞,2017,10,2017-10-01,0,0,0,0,1,0,0,0,1,10,16,23,58,134,172,242,326,317,190,63,12,0,0,1,0,11,39,192,414,908,0,1565
